timestamp,city,country,temperature_c,feels_like_c,temp_min_c,temp_max_c,humidity_pct,pressure_hpa,weather_main,weather_description,wind_speed_ms,wind_deg,clouds_pct,visibility_m,temp_fahrenheit,temp_range_c,heat_index_c
2026-04-19 17:18:24,London,GB,15.87,14.45,14.44,16.83,36,1024,Clouds,overcast clouds,2.68,50,88,10000,60.6,2.4,15.4
2026-04-19 17:18:24,New York,US,11.69,10.79,10.32,12.34,72,1011,Mist,mist,10.29,330,100,10000,53.0,2.0,12.1
2026-04-19 17:18:24,Tokyo,JP,17.46,17.27,15.92,18.24,77,1017,Clouds,broken clouds,3.6,70,75,10000,63.4,2.3,17.1
2026-04-19 17:18:24,Sydney,AU,12.42,11.75,11.3,13.68,78,1022,Clouds,broken clouds,4.12,320,79,10000,54.4,2.4,12.7
2026-04-19 17:18:24,Cape Town,ZA,14.2,13.61,13.1,15.19,74,1004,Clouds,overcast clouds,6.69,270,100,7000,57.6,2.1,14.2
2026-04-19 17:18:24,Mumbai,IN,29.99,34.08,29.99,29.99,66,1009,Haze,haze,2.57,320,40,4500,86.0,0.0,27.1
